ID_Kunde;ID_Buch;Wertung;Rezension
38;320;1;
39;865;3;
39;1056;5;
39;488;4;
39;642;2;
40;239;3;Es war eine Herausforderung, das Buch zu Ende zu lesen. Der Schreibstil war nicht mein Fall und die Handlung hatte zu viele Lücken.
40;665;6;
41;761;4;
41;998;5;
41;403;4;
41;438;5;
42;262;4;Die Geschichte hätte wirklich Potenzial gehabt, wurde aber durch einen wirren Erzählstil und zu viele unnötige Details getrübt. Ich hatte Schwierigkeiten, bis zum Ende durchzuhalten.
42;269;4;
43;876;7;Ein schönes Buch, das sowohl unterhält als auch zum Nachdenken anregt. Es gab zwar einige Passagen, die sich etwas hinzogen, aber insgesamt war es ein lohnendes Leseerlebnis.
43;337;9;
43;924;3;
43;382;4;
44;736;9;
44;286;8;
44;783;6;Ich hatte gemischte Gefühle beim Lesen dieses Buches. Während einige Kapitel fesselnd und gut geschrieben waren, fanden andere keinen richtigen Rhythmus und fielen ab.
44;569;9;Ein faszinierendes Buch, das mit jedem Kapitel wächst. Die Charaktere sind lebendig und die Handlung ist sowohl spannend als auch tiefgründig. Ein Buch, das man nicht so leicht vergisst.
45;168;9;
45;248;5;Ein Buch, das weder besonders gut noch besonders schlecht war. Es hatte seine Momente, insgesamt fehlte es jedoch an Tiefe und Originalität.
46;136;8;Ich habe jede Seite dieses Buches genossen. Ein paar kleine Schwächen hier und da, aber die Stärken überwiegen deutlich. Eine klare Empfehlung für alle, die gute Literatur schätzen.
46;150;6;
46;800;2;Ein wirklich enttäuschendes Buch. Die Handlung war chaotisch, die Charaktere blass und der Schreibstil zu kompliziert. Nicht mein Geschmack.
46;181;10;Ein literarisches Juwel! Das Buch hat mich von Anfang bis Ende in Atem gehalten. Die Geschichte ist fesselnd, die Charaktere authentisch und der Schreibstil ist einfach brillant.
47;330;3;Trotz der interessanten Prämisse fand ich das Buch eher langweilig und oft schwerfällig. Einige Kapitel waren so langatmig, dass ich sie überblättert habe.
47;956;7;
47;296;2;
48;616;8;Eine wirklich beeindruckende Geschichte, die lange nachhallt. Einige kleinere Erzählstränge wirkten überflüssig, aber das Gesamtbild war sehr überzeugend.
48;424;6;Ein Buch mit Höhen und Tiefen. Einige Kapitel waren wirklich beeindruckend, während andere eher enttäuschend waren. Ein gemischtes Leseerlebnis.
48;1029;6;
48;864;8;
49;269;7;
49;563;4;Ich habe wirklich versucht, mich in das Buch hineinzufinden, aber die unklaren Dialoge und der fehlende Fokus haben es mir schwer gemacht. Schade um das Potenzial.
49;979;2;
49;134;1;
50;1020;9;
50;833;8;
50;175;9;
51;318;9;
52;903;6;
52;150;6;
53;972;8;
53;188;6;
53;315;9;Eine beeindruckende Reise durch eine gut konstruierte Welt. Abgesehen von einigen wenigen, kleinen Fehlern hat dieses Buch mich wirklich berührt.
54;736;10;
54;934;6;
54;391;10;
54;829;3;
55;849;5;
55;624;7;
55;691;5;Ein typisches Mittelklasse-Buch. Nichts Besonderes, aber auch nicht besonders schlecht. Ideal für einen entspannten Nachmittag.
55;43;1;
56;1014;4;
56;1038;8;
56;540;9;
56;374;2;
57;72;10;
58;521;7;
60;904;3;
62;292;7;
62;968;4;
62;691;8;
63;853;5;
63;704;8;
65;860;9;
65;657;2;
65;710;2;
66;165;7;
66;290;3;
66;758;8;
66;279;7;
68;360;9;
69;277;9;
69;573;6;
69;857;7;Das Buch hatte starke Momente und interessante Ideen. Es gab jedoch auch Kapitel, die das Tempo herausgenommen haben. Dennoch ein lesenswertes Buch.
69;144;3;
70;787;6;Ich mochte die Grundidee und einige der Charaktere waren wirklich gut entwickelt. Dennoch hatte ich das Gefühl, dass etwas gefehlt hat.
71;823;4;
72;216;10;
72;698;5;
73;195;9;
73;823;1;
73;730;4;
73;426;4;
74;342;2;
74;520;8;Ein packendes Buch, das schwer aus der Hand zu legen ist. Es gab ein paar kleine Schwächen, aber die Stärken haben diese weit überschattet.
75;486;5;
75;708;1;
75;456;7;
76;61;7;
76;531;8;
76;25;3;Leider hat dieses Buch nicht meine Erwartungen erfüllt. Die Handlung war oft verwirrend und die Charaktere konnten mich nicht überzeugen.
76;632;6;
77;184;2;
77;127;7;
77;64;3;
78;931;10;Ein literarisches Meisterwerk. Die Mischung aus Spannung, Tiefe und Emotion hat mich vollkommen eingenommen. Ein Muss für jeden Bücherliebhaber.
78;718;7;Gut geschrieben, mit einigen überraschenden Wendungen. Es hätte jedoch etwas kürzer sein können, um den Fluss zu verbessern.
79;467;3;
79;259;7;
79;644;1;
80;104;8;
81;668;5;
81;64;7;
81;1011;1;
81;423;4;Das Buch hat sich oft in Details verloren und hat den roten Faden vermisst. Einige interessante Konzepte, aber schlecht umgesetzt.
82;1017;1;
82;112;8;
82;851;10;
82;922;8;Ein tiefsinniges Buch, das zum Nachdenken anregt. Es hatte einige langsamere Passagen, aber insgesamt sehr beeindruckend.
83;531;3;
84;203;1;
84;314;3;
85;994;6;
85;636;6;
85;166;4;Langweilig und vorhersehbar.
86;1018;10;
86;162;8;
87;285;4;
88;1069;10;
88;447;7;
88;425;4;
88;949;10;
89;41;5;
89;599;4;
89;1004;7;
91;61;1;
91;367;9;
91;346;10;
91;54;9;Fast perfekt. Ein Genuss!
92;588;2;
92;696;1;
93;482;9;
93;680;4;
93;776;9;
93;277;5;Durchschnittlich, ohne Highlights.
95;618;7;Gut, aber nicht überragend.
95;840;6;Nett für zwischendurch.
95;323;5;
95;160;8;
96;682;10;
96;164;9;
96;266;8;Packend und gut geschrieben.
97;815;3;Nicht mein Fall. Enttäuschend.
97;231;8;
97;364;10;
97;975;5;
98;952;10;Ein absolutes Meisterwerk!
98;207;4;
98;741;10;
98;496;7;Interessant, aber etwas lang.
103;630;10;
103;205;9;
104;817;4;Zu viele Längen. Schade.
104;1042;8;Tolle Story, flüssiger Stil.
105;14;4;
105;685;2;
105;707;6;Okay, aber nichts Neues.
106;128;9;Fesselnd bis zur letzten Seite.
106;576;9;
106;234;9;
108;315;5;
109;590;5;Hat mich nicht überzeugt.
111;853;2;Zäh und uninteressant.
111;389;4;
111;521;7;
112;418;1;
112;874;6;
112;461;7;
112;614;3;
113;499;2;
113;822;6;
114;212;10;
114;340;6;
114;192;4;Hatte mehr erwartet.
115;842;10;
115;616;10;
115;36;3;
115;882;8;
117;662;3;
117;724;9;
117;222;5;
117;702;1;
118;676;7;
118;158;10;
119;387;9;Einfach grandios!
120;1000;5;Lesbar, aber nicht besonders.
120;320;4;
120;197;7;Ganz nett und unterhaltsam.
121;531;6;Einige gute Ansätze.
122;431;8;Beeindruckend und fesselnd.
123;989;3;Verfehlt die Erwartungen.
123;746;3;
123;1056;3;
124;644;1;
124;1068;10;
125;454;8;
126;453;10;
126;717;5;
126;680;10;Ein echtes Highlight!
128;380;1;
128;176;4;
128;772;8;
128;271;3;
129;621;4;
129;491;5;
130;1009;8;
130;523;7;
130;802;1;
130;95;9;
131;797;5;
131;312;7;Bietet solide Unterhaltung.
132;259;3;
133;438;4;
133;395;4;Nicht wirklich mitreißend.
133;256;8;
133;121;1;
134;666;8;
134;120;6;
134;502;7;
135;229;9;
136;709;2;
138;842;5;
138;446;8;Spannend von Anfang bis Ende.
139;833;1;
139;960;8;
139;166;9;
142;975;7;
143;789;6;Mittelmäßig, aber okay.
143;485;2;
143;361;10;
144;786;9;Ein echter Pageturner!
144;906;5;Für Zwischendurch in Ordnung.
144;666;2;Konnte mich nicht fesseln.
145;541;4;Das Buch begann mit einer interessanten Idee, aber es war oft schwierig, dem roten Faden zu folgen. Viele unnötige Details und Ablenkungen haben das Leseerlebnis beeinträchtigt.
145;418;3;
145;1020;9;Ein beeindruckendes Werk, das einen von Anfang bis Ende in seinen Bann zieht. Die Tiefe und Komplexität, mit der die Themen behandelt werden, ist lobenswert.
145;298;10;
146;117;2;
146;242;3;
147;973;3;
148;274;5;Das Buch war weder besonders beeindruckend noch besonders enttäuschend. Einige Abschnitte waren wirklich interessant, während andere sich zogen.
148;442;7;Insgesamt ein solides Buch mit einigen Höhepunkten. Es gab Stellen, die ein wenig langatmig waren, aber die Gesamtstruktur war gut durchdacht.
149;721;6;Es gab Momente im Buch, die wirklich herausstachen und andere, die eher flach wirkten. Ein gemischtes Leseerlebnis.
149;286;6;
151;194;6;
151;798;3;
151;633;5;
152;162;8;
152;105;8;Das Buch war fesselnd, mit gut entwickelten Ideen und einem flüssigen Schreibstil. Einige kleinere Schwächen, aber insgesamt sehr lesenswert.
152;467;3;
152;1;1;
153;961;6;
153;84;3;Ich hatte Schwierigkeiten, mich durch das Buch zu arbeiten. Es mangelte an Klarheit und der Fokus schien oft zu fehlen.
154;837;10;Ein absolut beeindruckendes Buch, das tief berührt und lange im Gedächtnis bleibt. Die Art und Weise, wie die Themen behandelt werden, ist einfach meisterhaft.
154;671;4;
154;995;9;
154;146;3;
155;970;1;
157;940;5;
157;466;5;
157;476;6;
157;9;1;
158;572;5;
159;794;8;
159;345;3;
160;23;9;
160;906;2;
161;84;4;
161;674;5;
162;776;3;
162;757;10;
162;197;9;
163;92;4;
164;435;7;Ein gut strukturiertes Buch, das interessante Einblicke bietet. Es hätte an einigen Stellen etwas präziser sein können, aber insgesamt war es eine lohnende Lektüre.
164;40;4;Das Buch hatte seine Momente, aber es gab auch viele Abschnitte, die sich in die Länge zogen und das Gesamterlebnis minderten.
165;437;4;
166;488;4;Während das Buch mit einer fesselnden Prämisse begann, verlor es sich in der Mitte und erreichte nicht das erwartete Potential. Es fehlte an Tiefe und Kontinuität.
166;652;9;Das Buch beeindruckt durch seinen durchdachten Aufbau und die gekonnte Verknüpfung von Themen. Es regt zum Nachdenken an und hinterlässt einen bleibenden Eindruck.
166;614;10;
166;103;5;Ein Buch, das in der Mitte schwebt – weder besonders herausragend noch besonders enttäuschend. Es gibt einige Highlights, aber auch Passagen, die sich ziehen.
167;316;1;
167;1022;9;
168;454;7;Ein solides Buch, das einen guten Einblick in seine Thematik bietet. Es hätte an einigen Stellen schärfer formuliert sein können, aber insgesamt war es eine angenehme Lektüre.
171;523;2;
171;450;9;
171;1033;2;
172;89;6;Das Buch hat seine Stärken, vor allem in der Darstellung von Emotionen und Beziehungen, leidet aber unter einigen Längen und wiederholenden Passagen.
172;260;4;
173;1029;2;
173;425;8;Ein fesselndes Buch, das den Leser mit auf eine tiefgehende Reise nimmt. Kleinere Schwächen im Aufbau, aber der Gesamteindruck ist stark.
173;487;10;
175;926;3;
176;649;5;
176;466;4;
176;174;3;Ich hatte hohe Erwartungen an dieses Buch, wurde aber enttäuscht. Es mangelte an Struktur und die Erzählweise war oft schwer nachzuvollziehen.
176;156;10;Ein herausragendes Buch, das von Anfang bis Ende brilliert. Es ist tiefgründig, berührend und hinterlässt einen nachhaltigen Eindruck.
178;381;10;
178;412;10;
178;594;4;
179;28;7;Das Buch bietet eine gute Mischung aus spannenden und ruhigeren Momenten. Einige Kapitel hätten gekürzt werden können, aber insgesamt eine gute Lektüre.
180;482;6;
180;955;4;Trotz einiger interessanter Ansätze konnte das Buch nicht durchgehend überzeugen. Es fehlte oft an Tiefe und der Aufbau war zuweilen chaotisch.
181;109;7;
181;783;2;
182;612;2;
182;876;10;
184;761;8;
184;243;9;
184;793;2;
184;530;3;
185;1042;3;
185;339;4;Das Buch hatte durchaus interessante Elemente, verlor sich jedoch oft in Banalitäten. Ich hätte mir mehr Klarheit und Struktur gewünscht.
186;48;6;
186;434;4;
187;14;10;
187;372;9;Ein nahezu perfektes Buch. Es zieht den Leser in eine fesselnde Geschichte, die sowohl intellektuell als auch emotional stimuliert. Ein wahres Lesevergnügen!
187;354;5;Ein durchschnittliches Buch, das weder besonders enttäuscht noch besonders überzeugt. Für Leser, die keine hohen Erwartungen haben, möglicherweise passend.
189;163;2;
189;258;6;
191;961;6;
191;380;7;Das Buch bot einige Aha-Momente und hat sicherlich seine Stärken. Einige Abschnitte könnten jedoch straffer und präziser sein.
191;818;8;
191;749;10;
192;610;6;Ein Buch mit Höhen und Tiefen. Während einige Kapitel durchaus faszinieren, fehlt anderen der nötige Biss und Tiefgang.
192;258;8;Ein beeindruckendes Buch, das trotz kleinerer Mängel den Leser fesselt und zum Weiterlesen animiert. Die Nuancen und Feinheiten machen es besonders.
192;417;1;
193;346;5;
194;924;10;
194;177;3;Das Buch ließ viel zu wünschen übrig. Die Erzählstruktur war verwirrend, und oft fühlte es sich an, als ob wichtige Details fehlen würden.
194;644;3;
194;1053;6;
196;545;8;
196;191;5;
196;513;9;
196;940;9;
197;18;2;
197;28;5;
197;541;6;
198;305;3;
199;576;3;
199;223;10;Dieses Buch ist ein wahres Meisterwerk! Es verbindet gekonnt unterschiedliche Themen und präsentiert sie in einer einnehmenden und fesselnden Erzählweise.
199;196;1;
201;348;7;Ein lohnendes Buch mit gut recherchierten Details. Es gibt einige Stellen, die verbessert werden könnten, aber insgesamt eine gute Leseerfahrung.
201;900;5;
203;133;4;
204;594;4;Es schien, als ob das Buch viel Potential hätte, aber letztendlich fehlte der nötige Fokus und die Klarheit, um es wirklich herausragend zu machen.
205;1033;6;
205;337;4;
205;151;7;
205;1008;3;
206;446;8;
206;352;8;
207;1062;4;Das Buch schien anfangs vielversprechend, doch leider verlor es sich in zu vielen Details und konnte mich nicht bis zum Ende fesseln.
208;859;7;
208;843;2;
208;988;7;
208;665;10;
209;327;9;Ein nahezu makelloses Werk, das durch Tiefe und Feinfühligkeit überzeugt. Es hat meine Erwartungen übertroffen und wird noch lange in Erinnerung bleiben.
209;676;7;
209;510;5;
210;712;9;
212;381;1;
212;948;1;
212;245;8;
212;343;9;
213;923;7;
214;598;6;
214;171;5;Das Buch bietet eine durchschnittliche Erzählung, die manchmal fesselt, oft aber auch vorhersehbar ist. Kein Highlight, aber auch kein totaler Reinfall.
216;431;7;Es gibt einige brillante Momente in diesem Buch, die von einigen Längen und Redundanzen überschattet werden. Trotzdem ein anständiges Leseerlebnis.
216;470;8;
216;214;1;
217;976;10;
217;694;7;
217;98;5;
218;721;2;
218;220;1;
218;302;6;Das Buch hatte einige interessante Ansätze, konnte aber nicht durchgehend überzeugen. Es fehlte an einer konstanten Spannungskurve.
218;701;5;
219;471;10;
219;787;4;
219;37;8;Ein sehr gelungenes Buch, das mit seinem Detailreichtum und seiner Einfühlungsvermögen überzeugt. Kleinere Mängel, aber insgesamt beeindruckend.
220;165;1;
220;322;1;
221;401;6;
221;1004;3;Das Buch hat seine Momente, jedoch fand ich es insgesamt unzusammenhängend und oft schwer zu verfolgen. Eine enttäuschende Lektüre.
222;847;1;
222;672;4;
222;684;7;
222;649;10;
223;719;9;
224;943;7;
225;161;4;
225;435;10;Ein herausragendes Buch! Von der ersten bis zur letzten Seite ein Genuss. Eine tiefgreifende und dennoch zugängliche Lektüre, die lange nachhallt.
225;563;7;Das Buch ist gut geschrieben und bietet einige Denkanstöße, obwohl es an einigen Stellen etwas repetitiv wirkt. Insgesamt eine lohnenswerte Lektüre.
225;354;7;
226;52;4;Das Buch hatte Momente des Glanzes, wurde aber oft von seiner eigenen Komplexität und den vielen Nebenhandlungen überwältigt.
226;627;5;
226;851;4;Das Buch schien anfangs vielversprechend, doch leider verlor es sich in zu vielen Details und konnte mich nicht bis zum Ende fesseln.
227;747;9;Ein nahezu makelloses Werk, das durch Tiefe und Feinfühligkeit überzeugt. Es hat meine Erwartungen übertroffen und wird noch lange in Erinnerung bleiben.
227;123;5;Das Buch bietet eine durchschnittliche Erzählung, die manchmal fesselt, oft aber auch vorhersehbar ist. Kein Highlight, aber auch kein totaler Reinfall.
227;352;6;
228;209;9;
228;262;6;
229;828;5;
229;13;7;Es gibt einige brillante Momente in diesem Buch, die von einigen Längen und Redundanzen überschattet werden. Trotzdem ein anständiges Leseerlebnis.
229;427;6;Das Buch hatte einige interessante Ansätze, konnte aber nicht durchgehend überzeugen. Es fehlte an einer konstanten Spannungskurve.
230;781;8;Ein sehr gelungenes Buch, das mit seinem Detailreichtum und seiner Einfühlungsvermögen überzeugt. Kleinere Mängel, aber insgesamt beeindruckend.
230;356;7;
230;756;3;Das Buch hat seine Momente, jedoch fand ich es insgesamt unzusammenhängend und oft schwer zu verfolgen. Eine enttäuschende Lektüre.
231;75;8;
231;81;5;
232;467;10;Ein herausragendes Buch! Von der ersten bis zur letzten Seite ein Genuss. Eine tiefgreifende und dennoch zugängliche Lektüre, die lange nachhallt.
232;179;7;Das Buch ist gut geschrieben und bietet einige Denkanstöße, obwohl es an einigen Stellen etwas repetitiv wirkt. Insgesamt eine lohnenswerte Lektüre.
232;948;4;Das Buch hatte Momente des Glanzes, wurde aber oft von seiner eigenen Komplexität und den vielen Nebenhandlungen überwältigt.
232;189;5;
233;919;1;
234;561;8;
234;709;1;
235;584;7;
235;1056;9;
235;1054;4;Das Buch hielt leider nicht, was es versprach. Trotz einiger fesselnder Momente mangelte es insgesamt an Tiefgang und Überzeugungskraft.
236;887;4;
236;524;3;
236;328;1;
237;384;4;
237;544;9;Ein beeindruckendes Buch, das den Leser mit jeder Seite mehr einbindet. Die subtilen Nuancen und der erfrischende Schreibstil machen es zu einem Highlight.
238;245;3;
238;246;9;
239;19;5;
239;985;5;
240;343;8;
240;710;10;
241;683;8;
241;78;5;Das Buch war okay, weder hervorstechend gut noch schlecht. Es bot eine solide Erzählung, ohne wirklich bleibenden Eindruck zu hinterlassen.
242;569;6;
242;994;7;Ein Buch mit vielen Stärken, das jedoch an einigen Stellen Potential liegen lässt. Trotzdem eine empfehlenswerte Lektüre für Zwischendurch.
243;56;2;
243;34;8;
243;486;6;Das Buch pendelte zwischen interessanten Ansätzen und weniger gelungenen Passagen. Nicht schlecht, aber es gibt definitiv bessere Werke.
243;309;9;
244;264;8;
244;698;8;Dieses Buch hat mich überrascht! Es überzeugt mit Tiefe, Charakter und einem fesselnden Schreibstil. Ein paar kleine Mängel, aber insgesamt sehr empfehlenswert.
244;195;8;
244;890;7;
246;305;3;Leider konnte das Buch nicht wirklich überzeugen. Es hatte seine Momente, aber oft fühlte es sich langatmig und nicht zielgerichtet an.
247;765;2;
248;844;8;
248;1036;10;Ein literarisches Meisterwerk, das den Leser auf allen Ebenen anspricht. Es ist schwer, dieses Buch aus der Hand zu legen – ein absolutes Muss!
249;193;3;
249;116;5;
249;404;4;
250;719;4;
251;989;4;
252;859;4;
253;123;6;
253;770;10;
253;695;3;
253;43;8;
254;536;5;
254;427;3;
254;928;7;
255;892;1;
255;628;5;
255;247;4;
256;1044;9;
256;2;2;
257;1062;8;
258;922;4;
258;409;6;
260;653;9;
260;321;10;
260;642;2;
260;853;7;
261;53;1;
262;463;5;
262;930;10;
262;126;1;
263;917;8;
264;900;3;
264;579;5;
264;342;4;
265;734;1;
266;539;8;
266;704;6;
266;148;10;
266;734;7;
267;175;7;
267;913;9;
268;282;7;
268;33;6;
268;977;2;
268;745;7;
269;327;7;
270;448;7;
270;315;2;
270;508;9;
271;146;6;
271;679;8;
272;822;1;
272;340;8;
272;498;7;
272;1059;9;
273;120;3;
274;107;6;
275;583;3;
275;671;1;
275;30;6;
276;1020;5;
276;306;7;
276;598;3;
276;197;7;
277;403;7;
277;426;4;
277;206;9;
277;977;8;
278;711;10;
279;638;2;
279;955;9;
280;487;2;
280;203;10;
280;694;1;
280;886;8;
281;583;3;
281;536;1;
281;576;4;
282;85;3;
282;904;3;
282;560;5;
282;829;5;
283;789;4;
283;791;4;
283;377;7;
284;204;4;
284;98;2;
284;636;5;
284;841;6;
286;16;10;
287;585;5;
287;578;4;
287;160;2;
287;893;10;
288;1015;3;
288;360;7;
288;135;5;
289;281;4;
289;278;2;
289;572;7;
289;199;2;
291;268;3;
291;287;8;
292;203;6;
292;388;9;
292;571;8;
292;302;5;
294;714;3;
295;493;10;
295;805;3;
295;310;5;
295;722;9;
296;538;5;
296;748;1;
296;1026;1;
297;789;7;
297;321;7;
297;492;1;
297;606;6;
300;675;8;
300;423;1;
300;475;6;
301;311;6;
303;204;10;
303;386;2;
303;253;8;
303;1009;8;
306;1030;3;
307;870;1;
308;909;4;
308;796;4;
308;63;1;
308;340;7;
310;545;3;
310;1008;6;
311;335;4;
311;492;7;
312;162;8;
312;26;5;
312;596;8;
312;61;1;
313;7;3;
313;105;5;
313;1058;1;
313;702;1;
314;270;2;
314;314;7;
314;913;9;
315;808;5;
315;428;8;
316;475;7;
316;423;9;
316;162;2;
317;769;5;
317;640;4;
317;781;8;
318;464;4;
319;969;7;
320;1053;9;
320;878;10;
320;177;10;
320;918;2;
321;685;4;
321;184;5;
321;560;7;
321;680;6;
322;690;1;
322;845;4;
322;400;10;
323;537;6;
323;879;2;
325;742;6;
325;618;5;
325;337;8;
326;109;9;
326;819;2;
326;561;4;
327;34;4;
328;292;9;
328;127;9;
328;110;5;
328;617;1;
329;733;6;
329;704;9;
332;530;6;
334;781;9;
334;267;3;
334;320;8;
335;180;2;
335;981;4;
336;983;7;
336;460;3;
336;355;2;
337;26;5;
337;722;8;
337;714;6;
337;970;8;
338;70;3;
338;170;10;
338;613;4;
338;1008;5;
339;1047;3;
339;1065;7;
341;560;10;
342;169;8;
342;231;4;
343;862;2;
345;650;10;
345;276;3;
346;152;4;
346;529;10;
346;1052;3;
346;742;1;
347;414;8;
347;666;2;
348;401;8;
348;175;2;
350;311;4;
350;125;7;
350;873;7;
350;38;10;
351;142;1;
351;152;7;
353;283;1;
353;307;8;
353;914;5;
353;237;1;
354;464;7;
354;1069;9;
357;519;7;
357;28;9;
357;58;10;
357;192;2;
358;102;4;
358;788;2;
358;709;2;
358;657;7;
360;813;2;
360;824;1;
360;748;7;
362;188;10;
362;954;2;
364;542;7;
364;907;2;
364;587;3;
366;356;7;
366;67;1;
366;966;5;
367;880;10;
367;433;5;
367;568;2;
368;473;8;
368;638;9;
368;245;7;
369;366;1;
369;926;3;
369;917;5;
369;1014;6;
370;182;9;
370;26;3;
373;25;2;
374;558;6;
375;747;7;
377;836;4;
377;71;1;
377;13;9;
378;377;9;
378;275;3;
378;23;9;
379;682;4;
379;908;6;
379;949;9;
380;583;6;
380;146;3;
380;442;7;
382;233;10;
382;18;10;
382;400;4;
383;1008;9;
383;778;2;
383;674;7;
384;791;10;
384;245;7;
384;532;9;
384;745;1;
385;808;5;
385;27;10;
385;464;3;
385;521;3;
387;22;4;
387;851;2;
389;587;10;
391;993;1;
391;290;8;
392;47;4;
392;151;8;
392;209;2;
394;788;6;
395;479;3;
395;302;5;
395;196;8;
396;259;9;
396;598;2;
397;132;10;
397;1057;5;
397;233;3;
397;4;3;
398;604;8;
398;888;8;
398;535;5;
398;492;3;
399;612;3;
399;1012;5;
400;922;8;
401;136;3;
402;233;3;
402;990;8;
403;1;8;
403;493;9;
406;334;10;
406;501;10;
406;214;8;
407;747;3;
409;238;1;
410;828;5;
411;540;5;
412;150;6;
412;613;3;
412;300;10;
412;796;2;
413;357;2;
414;945;3;
415;473;5;
415;100;2;
415;480;6;
416;410;2;
417;459;3;
417;595;4;
418;751;2;
419;1030;7;
419;607;1;
419;750;6;
420;1025;8;
420;323;2;
420;462;7;
421;371;8;
421;1033;7;
421;941;1;
422;894;8;
425;248;4;
425;764;4;
426;742;5;
427;978;9;
427;206;1;
427;530;10;
429;415;7;
429;354;3;
430;720;8;
430;643;7;
431;964;1;
431;160;4;
431;903;7;
435;511;7;
435;266;5;
436;125;9;
437;428;4;
437;128;6;
437;915;10;
438;773;4;
438;895;6;
438;498;9;
439;113;6;
439;9;10;
439;544;8;
440;131;4;
440;143;2;
440;760;6;
441;812;6;
441;926;6;
441;425;7;
441;466;10;
442;540;8;
442;16;10;
442;380;3;
443;433;7;
443;1044;2;
443;323;4;
443;194;4;
444;1030;5;
445;714;5;
445;149;7;
447;26;3;
447;22;4;
448;231;9;
448;777;4;
448;463;4;
448;823;8;
450;655;8;
450;304;5;
450;726;2;
450;335;9;
451;130;8;
451;1044;8;
451;883;10;
452;38;9;
452;539;7;
452;1033;7;
453;744;1;
454;277;9;
454;864;10;
454;531;4;
454;68;1;
455;899;2;
455;1038;8;
455;482;2;
455;5;5;
456;468;3;
457;830;6;
457;351;3;
457;67;5;
458;475;5;
458;398;7;
460;695;6;
461;992;8;
463;286;9;
463;843;2;
463;444;10;
464;15;8;
464;291;4;
464;934;6;
464;534;8;
465;332;3;
465;33;10;
465;218;6;
467;962;9;
467;971;6;
